,id,id_str,user_location,country_location
901,1387541183581282304,1387541183581282304,Grenada,Grenada
902,1387538881445236741,1387538881445236741,"Washington, DC",United States
903,1387495068911558659,1387495068911558659,US,United States
904,1387490678058401793,1387490678058401793,Not Available,Unknown
905,1387441142673911812,1387441142673911812,Not Available,Unknown
906,1387426043544354824,1387426043544354824,"Live Oak, TX USA",United States
907,1387421493475295239,1387421493475295239,Not Available,Unknown
908,1387415426741776384,1387415426741776384,"Boston, MA",United States
909,1387406874249728000,1387406874249728000,Florida,United States
910,1387395206782365703,1387395206782365703,"Solothurn, Switzerland",Switzerland
911,1387390056676134914,1387390056676134914,Philadelphia Metro,United States
912,1387389975948402688,1387389975948402688,"Miami, Florida",United States
913,1387313380713660422,1387313380713660422,Melbourne and Memphis,Australia
914,1387308823380115456,1387308823380115456,"Melbourne, Australia",Australia
915,1387288611842834432,1387288611842834432,Not Available,Unknown
916,1387283271029985281,1387283271029985281,"Melbourne, Victoria",Australia
917,1387278014581559298,1387278014581559298,Not Available,Unknown
918,1387266748211208192,1387266748211208192,headache from the +u,Unknown
919,1387149612948115462,1387149612948115462,Washington DC,United States
920,1387119481756000263,1387119481756000263,"Miami, FL",United States
921,1387107376592039937,1387107376592039937,Not Available,Unknown
922,1387105854529449985,1387105854529449985,Not Available,Unknown
923,1387091442091298817,1387091442091298817,Not Available,Unknown
924,1387090716174782467,1387090716174782467,Not Available,Unknown
925,1387089977255858181,1387089977255858181,Not Available,Unknown
926,1387087651682013184,1387087651682013184,Not Available,Unknown
927,1387059542488494080,1387059542488494080,"South Florida, USA",United States
928,1387059329870831623,1387059329870831623,"North Venice, FL",United States
929,1387055669665226752,1387055669665226752,Not Available,Unknown
930,1387052678732083205,1387052678732083205,"Cleveland, OH",United States
931,1387048789370753041,1387048789370753041,Not Available,Unknown
932,1387035855403974666,1387035855403974666,Cambridge,United Kingdom
933,1386992272856788993,1386992272856788993,Not Available,Unknown
934,1386965512631033858,1386965512631033858,"Nieuwegein, Netherlands",Netherlands
935,1386960188205240323,1386960188205240323,wandering north america,Unknown
936,1386930003846201349,1386930003846201349,"Sydney, New South Wales",Australia
937,1386922556595212291,1386922556595212291,University of Melbourne,Australia
938,1386922237597474816,1386922237597474816,"Nieuwegein, Netherlands",Netherlands
939,1386864060751245315,1386864060751245315,"Lausanne, Switzerland",Switzerland
940,1386834350231142404,1386834350231142404,"Toulon, France",France
941,1386802298400264202,1386802298400264202,"Key West, Florida",United States
942,1386713488815493127,1386713488815493127,Los Angeles,United States
943,1386686849545027585,1386686849545027585,England,United Kingdom
944,1386681750789705733,1386681750789705733,Not Available,Unknown
945,1386530000057237505,1386530000057237505,"Dallas, TX",United States
946,1386529229257334794,1386529229257334794,"Dallas, TX",United States
947,1386518139303649280,1386518139303649280,Not Available,Unknown
948,1386516205612290048,1386516205612290048,astronicht on ao3,Unknown
949,1386465247679049729,1386465247679049729,Not Available,Unknown
950,1386394616191197190,1386394616191197190,"Cleveland, OH",United States
951,1386368186778624002,1386368186778624002,Not Available,Unknown
952,1386349441960091654,1386349441960091654,Washington DC,United States
953,1386349064544034825,1386349064544034825,"Nieuwegein, Netherlands",Netherlands
954,1386347413451980803,1386347413451980803,Catalunya,Spain
955,1386336325503225859,1386336325503225859,"Lewes, Delaware",United States
956,1386314567760977924,1386314567760977924,Utah,United States
957,1386307551629778948,1386307551629778948,Not Available,Unknown
958,1386293549772144644,1386293549772144644,South Florida,United States
959,1386289564290109441,1386289564290109441,Connecticut,United States
960,1392838287715442688,1392838287715442688,"Virginia, USA",United States
961,1392834224613384192,1392834224613384192,Not Available,Unknown
962,1392785696805597188,1392785696805597188,Nairobi,Kenya
963,1392782792182927363,1392782792182927363,Not Available,Unknown
964,1392741238441275396,1392741238441275396,Earth,Unknown
965,1392727479123472391,1392727479123472391,Not Available,Unknown
966,1392600342815297541,1392600342815297541,"Annapolis, MD",United States
967,1392598469995601920,1392598469995601920,"Windham, NH",United States
968,1392586619979542529,1392586619979542529,Not Available,Unknown
969,1392531692422942720,1392531692422942720,"Atlanta, Georgia",United States
970,1392503596332298243,1392503596332298243,Not Available,Unknown
971,1392503547804061696,1392503547804061696,"UBC Institute for the Oceans and Fisheries, Canada",Canada
972,1392456791901065220,1392456791901065220,"Toronto, Ontario",Canada
973,1392449477320052738,1392449477320052738,Nottinghamshire,United Kingdom
974,1392417796940775426,1392417796940775426,Australia/New Zealand,Unknown
975,1392408465277169667,1392408465277169667,Not Available,Unknown
976,1392374156684111873,1392374156684111873,Not Available,Unknown
977,1392325417776812034,1392325417776812034,"Wangal/Gadigal country, Sydney",Australia
978,1392307056779173888,1392307056779173888,Not Available,Unknown
979,1392289806323916804,1392289806323916804,Here and now,Unknown
980,1392238787518894081,1392238787518894081,Sitting at the Park,Unknown
981,1392185235652190208,1392185235652190208,UBC - UWA,Australia
982,1392162990087188488,1392162990087188488,"Durham, NC, USA",United States
983,1392156720936464384,1392156720936464384,A place thats on fire.,Unknown
984,1392147896653553672,1392147896653553672,San Francisco,United States
985,1392106478509588484,1392106478509588484,"Agra, India",India
986,1392079346534281222,1392079346534281222,India,India
987,1392059706777214981,1392059706777214981,University of Essex,United Kingdom
988,1391962371111854085,1391962371111854085,Sri Lanka & Roaming,Sri Lanka
989,1391912399041609730,1391912399041609730,"Durham, NH",United States
990,1391898128350007296,1391898128350007296,Not Available,Unknown
991,1391860715175170048,1391860715175170048,Lək̓ʷəŋən territory,Unknown
992,1391855689945944064,1391855689945944064,"Amsterdam, Netherlands",Netherlands
993,1391853418206072834,1391853418206072834,"Lagos, Nigeria",Nigeria
994,1391818591205535754,1391818591205535754,"New York, NY",United States
995,1391814738909167616,1391814738909167616,Not Available,Unknown
996,1391753654361808898,1391753654361808898,"Dallas, TX",United States
997,1391748753128820737,1391748753128820737,Not Available,Unknown
998,1391734959199723522,1391734959199723522,"Toronto, Ontario",Canada
999,1391725234663854080,1391725234663854080,Not Available,Unknown
1000,1391700593283055619,1391700593283055619,United States,United States
1001,1391697939412750336,1391697939412750336,"Watamu, Kenya",Kenya
1002,1391657145150627841,1391657145150627841,UK,United Kingdom
1003,1391647995930714115,1391647995930714115,"8 Rue Momiji-Ai, KAHIKI",Unknown
1004,1391421608972021769,1391421608972021769,"Los Angeles, CA",United States
1005,1391404135740805125,1391404135740805125,"Key Largo, FL",United States
1006,1391337280950849545,1391337280950849545,Portugal,Portugal
1007,1391318795260764162,1391318795260764162,"Stirling, Scotland",United Kingdom
1008,1391296082240548866,1391296082240548866,"Mumbai, India",India
1009,1391209948080611328,1391209948080611328,Everywhere,Unknown
1010,1391162115893956608,1391162115893956608,A place thats on fire.,Unknown
1011,1391150920927432704,1391150920927432704,Not Available,Unknown
1012,1391149041074032644,1391149041074032644,Cymru,Wales
1013,1391106592771346437,1391106592771346437,Greenwood Village,United States
1014,1391075611389616128,1391075611389616128,Worldwide,Unknown
1015,1391068474210807812,1391068474210807812,PNW,Unknown
1016,1391066210826080257,1391066210826080257,St Kitts-Nevis,Saint Kitts and Nevis
1017,1391041425433890816,1391041425433890816,Dallas and Cozumel,Unknown
1018,1391041213453807627,1391041213453807627,Not Available,Unknown
1019,1391014297367552003,1391014297367552003,Not Available,Unknown
1020,1391003596062265345,1391003596062265345,Mundi Salutem,Unknown
1021,1390966603085451268,1390966603085451268,Not Available,Unknown
1022,1390848822167830532,1390848822167830532,Indonesia,Indonesia
1023,1390794049066397698,1390794049066397698,Cadigal,Eora
1024,1390793041544323072,1390793041544323072,Cadigal,Eora
1025,1390742575729070088,1390742575729070088,Nederland,United States
1026,1390729117272793098,1390729117272793098,Not Available,Unknown
1027,1390713162702467077,1390713162702467077,London,United Kingdom
1028,1390711056494964740,1390711056494964740,"San Francisco, CA",United States
1029,1390692824862035975,1390692824862035975,Worldwide,Unknown
1030,1390669912675336200,1390669912675336200,Keane Corp,Unknown
1031,1390666536084545543,1390666536084545543,"Kissimmee, Florida",United States
1032,1390653173988274179,1390653173988274179,"Kiel, Germany",Germany
1033,1390635169351143427,1390635169351143427,weltweit,Unknown
1034,1390586810200379394,1390586810200379394,Twitter,Unknown
1035,1390572431882993666,1390572431882993666,Florida,United States
1036,1390572425235025922,1390572425235025922,Florida,United States
1037,1390498796090531852,1390498796090531852,"Perth, Western Australia",Australia
1038,1390493348226547713,1390493348226547713,"Key Largo, FL",United States
1039,1390456494366277644,1390456494366277644,Washington DC,United States
1040,1390441366719713281,1390441366719713281,Not Available,Unknown
1041,1390441250264731648,1390441250264731648,London,United Kingdom
1042,1390421366747316225,1390421366747316225,tuberculosis hospital,Unknown
1043,1390406032560513024,1390406032560513024,Not Available,Unknown
1044,1390402236346470409,1390402236346470409,"Maryland, USA",United States
1045,1390385505829851137,1390385505829851137,Not Available,Unknown
1046,1390379903770636288,1390379903770636288,"Monaco, Indonesia, Australia",Unknown
1047,1390377574002434048,1390377574002434048,"Essex, UK",United Kingdom
1048,1390372366816096260,1390372366816096260,"Miami, FL",United States
1049,1390365769859584001,1390365769859584001,"Boston, MA",United States
1050,1390343983793152007,1390343983793152007,Not Available,Unknown
1051,1390338564198649867,1390338564198649867,Philadelphia Metro,United States
1052,1390336827966595076,1390336827966595076,California,United States
1053,1390336247349010432,1390336247349010432,Not Available,Unknown
1054,1390317199777271814,1390317199777271814,"Connecticut, USA",United States
1055,1390316254578180102,1390316254578180102,Australia,Australia
1056,1390288498654126089,1390288498654126089,Not Available,Unknown
1057,1390255435807141899,1390255435807141899,Virtual,Unknown
1058,1390158848166617094,1390158848166617094,Mid-Atlantic,United States
1059,1390141408711872513,1390141408711872513,"Brisbane, Australia",Australia
1060,1390111653044178946,1390111653044178946,Not Available,Unknown
1061,1390105137570582535,1390105137570582535,"Toulon, France",France
1062,1390104370239447040,1390104370239447040,Florida,United States
1063,1390100676110438405,1390100676110438405,Not Available,Unknown
1064,1390099375632699394,1390099375632699394,"Portland, OR  (via NY)",United States
1065,1390095225436188674,1390095225436188674,"Key Largo, FL",United States
1066,1390035329957220352,1390035329957220352,UK,United Kingdom
1067,1394317044926005250,1394317044926005250,Florida,United States
1068,1394314805461323783,1394314805461323783,she/her ~ 25 years old,Unknown
1069,1394294942885982208,1394294942885982208,Pasaia (Spain),Spain
1070,1394288663081672705,1394288663081672705,"Tennessee, USA",United States
1071,1394286282377809927,1394286282377809927,San Francisco,United States
1072,1394276668802404352,1394276668802404352,Not Available,Unknown
1073,1394256820177293312,1394256820177293312,Mauritius,Mauritus
1074,1394256563892858881,1394256563892858881,Geneva,Switzerland
1075,1394222392969367559,1394222392969367559,Sweden,Sweden
1076,1394203248572071941,1394203248572071941,Not Available,Unknown
1077,1394202259119030273,1394202259119030273,United Kingdom,United Kingdom
1078,1394093182250532867,1394093182250532867,thinking about louis,Unknown
1079,1394042789512552452,1394042789512552452,"Cleveland, OH",United States
1080,1393976286972846083,1393976286972846083,London,United Kingdom
1081,1393940063726317575,1393940063726317575,Not Available,Unknown
1082,1393909607295242243,1393909607295242243,Jersey,Jersey
1083,1393879548014436355,1393879548014436355,Earth,Unknown
1084,1393805363179245572,1393805363179245572,"Mumbai, India",India
1085,1393805270921334793,1393805270921334793,"Mumbai, India",India
1086,1393678010696437766,1393678010696437766,"Auckland Region, New Zealand",New Zealand
1087,1393665005745328128,1393665005745328128,"Washington, DC",United States
1088,1393618159446347776,1393618159446347776,Not Available,Unknown
1089,1393599167138648067,1393599167138648067,She/Her,Unknown
1090,1393598387581198338,1393598387581198338,"Mumbai, India",India
1091,1393584682978222081,1393584682978222081,scottish highland wilderness,Unknown
1092,1393584659406200833,1393584659406200833,scottish highland wilderness,Unknown
1093,1393541134127976450,1393541134127976450,Mid-Atlantic,United States
1094,1393521771693883393,1393521771693883393,"Bradenton Beach, FL",United States
1095,1393382290097508353,1393382290097508353,"Kaneohe, HI",United States
1096,1393342747441049602,1393342747441049602,Global,Unknown
1097,1393312196621262852,1393312196621262852,Not Available,Unknown
1098,1393306747755024386,1393306747755024386,"Lakeland, FL",United States
1099,1393287210984673285,1393287210984673285,Florida Keys,United States
1100,1393277076841639942,1393277076841639942,"Sarasota, FL",United States
1101,1393264888303296514,1393264888303296514,"London,UK",United Kingdom
1102,1393219769340514305,1393219769340514305,"Koh Tao, Thailand",Thailand
1103,1393215318898757640,1393215318898757640,Not Available,Unknown
1104,1393198051498631176,1393198051498631176,Jersey,Jersey
1105,1393178741514416128,1393178741514416128,Mid-Atlantic,United States
1106,1393172010201718784,1393172010201718784,"New York, USA",United States
1107,1393166706051227649,1393166706051227649,"Walton-on-Trent, England",United Kingdom
1108,1393143458508967937,1393143458508967937,Inland,Unknown
1109,1393141242783944708,1393141242783944708,Singapore,Singapore
1110,1393138380385525762,1393138380385525762,Not Available,Unknown
1111,1393113885595553793,1393113885595553793,"Washington, DC",United States
1112,1393082908986859521,1393082908986859521,"Lausanne, Switzerland",Switzerland
1113,1393082147590733826,1393082147590733826,Hong Kong SAR,China
1114,1393052761298817025,1393052761298817025,Not Available,Unknown
1115,1393025966847393793,1393025966847393793,United States,United States
1116,1392995854844366849,1392995854844366849,Florida,United States
1117,1392988134514864128,1392988134514864128,Philadelphia,United States
1118,1392914807213395968,1392914807213395968,"Miami, FL",United States
1119,1392901078883131399,1392901078883131399,Not Available,Unknown
1120,1392874098804547587,1392874098804547587,"London, England",United Kingdom
1121,1392866825474482176,1392866825474482176,"Mumbai, India",India
1122,1392857192936706050,1392857192936706050,"Koh Tao, Thailand",Thailand
1123,1396968754790141955,1396968754790141955,"Brisbane, Australia",Australia
1124,1396947911108399105,1396947911108399105,"Rabun Gap, GA",United States
1125,1396842339574849545,1396842339574849545,Not Available,Unknown
1126,1396842262064107521,1396842262064107521,Not Available,Unknown
1127,1396829591499542532,1396829591499542532,"హైదరాబాద్, తెలంగాణ",Unknown
1128,1396828339478880257,1396828339478880257,"Mexico,Belize,Guate,Honduras",Unknown
1129,1396825748816683009,1396825748816683009,Not Available,Unknown
1130,1396800044431462402,1396800044431462402,in,Unknown
1131,1396781019576033281,1396781019576033281,Not Available,Unknown
1132,1396758155900571649,1396758155900571649,Singapore,Singapore
1133,1396746771691458562,1396746771691458562,Nigeria,Nigeria
1134,1396715083661660160,1396715083661660160,"Brisbane, Queensland",Australia
1135,1396699993734619136,1396699993734619136,"Victoria, Australia",Australia
1136,1396653594296807428,1396653594296807428,"Brisbane,In the Sunshine State",Australia
1137,1396578923765436417,1396578923765436417,"Wales, United Kingdom",United Kingdom
1138,1396547489851793411,1396547489851793411,Not Available,Unknown
1139,1396506460847230976,1396506460847230976,"HQ - Arlington, VA",United States
1140,1396472906385747972,1396472906385747972,#bluemind,Unknown
1141,1396409025294573577,1396409025294573577,Not Available,Unknown
1142,1396215038453628928,1396215038453628928,Not Available,Unknown
1143,1396150192416636933,1396150192416636933,53147,Unknown
1144,1396147354038898691,1396147354038898691,Rio de Janeiro,Brazil
1145,1396123434988412929,1396123434988412929,ArrecifesCoral,Unknown
1146,1396120427194425346,1396120427194425346,"Key Largo, FL",United States
1147,1396110607187857408,1396110607187857408,"New York, USA",United States
1148,1396107885394997249,1396107885394997249,"Boston, MA",United States
1149,1396097647207874565,1396097647207874565,Australia,Australia
1150,1396013588981063682,1396013588981063682,"Sydney, Australia",Australia
1151,1395936722953793536,1395936722953793536,Not Available,Unknown
1152,1395857180314640388,1395857180314640388,"Seattle, WA",United States
1153,1395838054321987584,1395838054321987584,Miami,United States
1154,1395835078153015297,1395835078153015297,Global,Unknown
1155,1395793146773053444,1395793146773053444,Not Available,Unknown
1156,1395751487939170312,1395751487939170312,"Nairobi, Kenya",Kenya
1157,1395749005624291328,1395749005624291328,"Key Largo, FL",United States
1158,1395740002324262913,1395740002324262913,Pixie Hollow,Unknown
1159,1395691151387209732,1395691151387209732,Tbilisi,Georgia
1160,1395683837196357635,1395683837196357635,Not Available,Unknown
1161,1395675752838877187,1395675752838877187,Global,Unknown
1162,1395629576886308865,1395629576886308865,"Göttingen, Germany",Germany
1163,1395614651807801346,1395614651807801346,"Mianjin, Turrbal Country",Australia
1164,1395594663759949826,1395594663759949826,Mid-Atlantic,United States
1165,1395567413727571973,1395567413727571973,Not Available,Unknown
1166,1395547907642707973,1395547907642707973,Australia,Australia
1167,1395537470297579525,1395537470297579525,"Brisbane, Queensland",Australia
1168,1395533302304497664,1395533302304497664,Australia,Australia
1169,1395528854509395973,1395528854509395973,"Corpus Christi, TX",United States
1170,1395503169531105282,1395503169531105282,Not Available,Unknown
1171,1395480466535419910,1395480466535419910,Gulf coast,United States
1172,1395424230754295810,1395424230754295810,Not Available,Unknown
1173,1395401962775007234,1395401962775007234,"Many worlds, theoretically.",Unknown
1174,1395401180407386113,1395401180407386113,"San Francisco, CA",United States
1175,1395396075779891206,1395396075779891206,she/her,Unknown
1176,1395391981442850817,1395391981442850817,"Delhi, India",India
1177,1395378286897864710,1395378286897864710,Brooklyn / Saint Paul / SF,United States
1178,1395369940954193921,1395369940954193921,Australia,Australia
1179,1395364259652116489,1395364259652116489,Not Available,Unknown
1180,1395356131090997254,1395356131090997254,Florida Keys,United States
1181,1395333490082664448,1395333490082664448,Central Queensland,Australia
1182,1395282716170625032,1395282716170625032,Not Available,Unknown
1183,1395241443837415424,1395241443837415424,"Auckland, New Zealand",New Zealand
1184,1395215971388854281,1395215971388854281,"Townsville, Queensland",Australia
1185,1395211458867200003,1395211458867200003,"Brisbane, Australia",Australia
1186,1395171546491195393,1395171546491195393,Staff/volunteers across the US,United States
1187,1395167913976360960,1395167913976360960,"Melbourne, Victoria",Australia
1188,1395092001146687492,1395092001146687492,International,Unknown
1189,1395087979736076291,1395087979736076291,Not Available,Unknown
1190,1395085618632351748,1395085618632351748,Oakland,United States
1191,1395056014072946689,1395056014072946689,Not Available,Unknown
1192,1395046599915491333,1395046599915491333,Not Available,Unknown
1193,1395044654698086406,1395044654698086406,Saltcoats,United Kingdom
1194,1395035828104040450,1395035828104040450,"Seattle, WA",United States
1195,1395028758332157964,1395028758332157964,M78,Unknown
1196,1395018585798496256,1395018585798496256,Reality. There is no Planet B,Unknown
1197,1394969922548244481,1394969922548244481,Australia,Australia
1198,1394909436414734336,1394909436414734336,Not Available,Unknown
1199,1394906303768580104,1394906303768580104,Pulau Sakijang Pelepah,Singapore
1200,1394883011284332546,1394883011284332546,Earth,Unknown
1201,1394815309811490825,1394815309811490825,"Chevy Chase, MD",United States
1202,1394802487845130244,1394802487845130244,Australia,Australia
1203,1394749884322955269,1394749884322955269,"Chicago, London, MPLS",Unknown
1204,1394691803429756935,1394691803429756935,"California, USA",United States
1205,1394665802268282880,1394665802268282880,"Johannesburg, South Africa",South Africa
1206,1394663817099972615,1394663817099972615,"Auckland, New Zealand",New Zealand
1207,1394640204145647617,1394640204145647617,"Monterey, California, USA",United States
1208,1394628348903665665,1394628348903665665,Not Available,Unknown
1209,1394628296504193036,1394628296504193036,Mid-Atlantic,United States
1210,1394587988550553600,1394587988550553600,Arizona,United States
1211,1394537285605945344,1394537285605945344,"Beachwood, OH",United States
1212,1394533458182029312,1394533458182029312,Brisbane,Australia
1213,1394422130066923522,1394422130066923522,"Arizona, USA",United States
1214,1394409807289880578,1394409807289880578,Boon Wurrung/Bunurong Country,Australia
1215,1394392364513431553,1394392364513431553,Not Available,Unknown
1216,1394391396811907074,1394391396811907074,University of Miami,United States
1217,1394374712835264513,1394374712835264513,UC San Diego,United States
1218,1394346363736018949,1394346363736018949,Ocean,Unknown
1219,1394337327930122250,1394337327930122250,"Redlands, CA USA",United States
1220,1394324089200779268,1394324089200779268,"Seoul, Korea",South Korea
1221,1394323919453130758,1394323919453130758,"Seoul, Korea",South Korea
